path_id,A_sw,M_sw,A_vlsi,Stage,Outcome,asw_feasibility,msw_feasibility,avlsi_feasibility,stage_evidence,feasibility_level,asw_supporting_evidence_ids,msw_supporting_evidence_ids,avlsi_supporting_evidence_ids,feasibility_rationale
P172,trusted_identity_or_maintainer_compromise,trusted_project_or_maintainer_access,design_tampering_or_malicious_modification,stage_3_post_synthesis_verification,availability,Medium,Medium,Medium,observed_in_v1,Medium,E4; E6; E23; E25; E31; E42,E4; E6; E23; E25; E31; E42,E2; E10; E19,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P173,trusted_identity_or_maintainer_compromise,trusted_project_or_maintainer_access,design_tampering_or_malicious_modification,stage_4_design_for_testability,integrity,Medium,Medium,Medium,observed_in_v1,Medium,E4; E6; E23; E25; E31; E42,E4; E6; E23; E25; E31; E42,E2; E10; E19,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P174,trusted_identity_or_maintainer_compromise,trusted_project_or_maintainer_access,design_tampering_or_malicious_modification,stage_4_design_for_testability,availability,Medium,Medium,Medium,observed_in_v1,Medium,E4; E6; E23; E25; E31; E42,E4; E6; E23; E25; E31; E42,E2; E10; E19,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P175,trusted_identity_or_maintainer_compromise,trusted_project_or_maintainer_access,design_tampering_or_malicious_modification,stage_5_placement_and_routing,integrity,Medium,Medium,Medium,observed_in_v1,Medium,E4; E6; E23; E25; E31; E42,E4; E6; E23; E25; E31; E42,E2; E10; E19,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P176,trusted_identity_or_maintainer_compromise,trusted_project_or_maintainer_access,design_tampering_or_malicious_modification,stage_5_placement_and_routing,availability,Medium,Medium,Medium,observed_in_v1,Medium,E4; E6; E23; E25; E31; E42,E4; E6; E23; E25; E31; E42,E2; E10; E19,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P177,trusted_identity_or_maintainer_compromise,trusted_project_or_maintainer_access,design_tampering_or_malicious_modification,stage_6_static_timing_analysis,integrity,Medium,Medium,Medium,observed_in_v1,Medium,E4; E6; E23; E25; E31; E42,E4; E6; E23; E25; E31; E42,E2; E10; E19,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P178,trusted_identity_or_maintainer_compromise,trusted_project_or_maintainer_access,design_tampering_or_malicious_modification,stage_6_static_timing_analysis,availability,Medium,Medium,Medium,observed_in_v1,Medium,E4; E6; E23; E25; E31; E42,E4; E6; E23; E25; E31; E42,E2; E10; E19,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P179,trusted_identity_or_maintainer_compromise,trusted_project_or_maintainer_access,design_tampering_or_malicious_modification,stage_7_physical_verification_and_signoff,integrity,Medium,Medium,Medium,observed_in_v1,Medium,E4; E6; E23; E25; E31; E42,E4; E6; E23; E25; E31; E42,E2; E10; E19,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P180,trusted_identity_or_maintainer_compromise,trusted_project_or_maintainer_access,design_tampering_or_malicious_modification,stage_7_physical_verification_and_signoff,availability,Medium,Medium,Medium,observed_in_v1,Medium,E4; E6; E23; E25; E31; E42,E4; E6; E23; E25; E31; E42,E2; E10; E19,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P181,trusted_identity_or_maintainer_compromise,trusted_project_or_maintainer_access,hardware_trojan_backdoor_or_logic_bomb,stage_1_high_level_synthesis,confidentiality,Medium,Medium,Low,observed_in_v1,Medium,E4; E6; E23; E25; E31; E42,E4; E6; E23; E25; E31; E42,E2,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P182,trusted_identity_or_maintainer_compromise,trusted_project_or_maintainer_access,hardware_trojan_backdoor_or_logic_bomb,stage_1_high_level_synthesis,integrity,Medium,Medium,Low,observed_in_v1,Medium,E4; E6; E23; E25; E31; E42,E4; E6; E23; E25; E31; E42,E2,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P183,trusted_identity_or_maintainer_compromise,trusted_project_or_maintainer_access,hardware_trojan_backdoor_or_logic_bomb,stage_1_high_level_synthesis,availability,Medium,Medium,Low,observed_in_v1,Medium,E4; E6; E23; E25; E31; E42,E4; E6; E23; E25; E31; E42,E2,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P184,trusted_identity_or_maintainer_compromise,trusted_project_or_maintainer_access,hardware_trojan_backdoor_or_logic_bomb,stage_2_logic_synthesis,confidentiality,Medium,Medium,Low,observed_in_v1,Medium,E4; E6; E23; E25; E31; E42,E4; E6; E23; E25; E31; E42,E2,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P185,trusted_identity_or_maintainer_compromise,trusted_project_or_maintainer_access,hardware_trojan_backdoor_or_logic_bomb,stage_2_logic_synthesis,integrity,Medium,Medium,Low,observed_in_v1,Medium,E4; E6; E23; E25; E31; E42,E4; E6; E23; E25; E31; E42,E2,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P186,trusted_identity_or_maintainer_compromise,trusted_project_or_maintainer_access,hardware_trojan_backdoor_or_logic_bomb,stage_2_logic_synthesis,availability,Medium,Medium,Low,observed_in_v1,Medium,E4; E6; E23; E25; E31; E42,E4; E6; E23; E25; E31; E42,E2,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P187,trusted_identity_or_maintainer_compromise,trusted_project_or_maintainer_access,hardware_trojan_backdoor_or_logic_bomb,stage_3_post_synthesis_verification,confidentiality,Medium,Medium,Low,observed_in_v1,Medium,E4; E6; E23; E25; E31; E42,E4; E6; E23; E25; E31; E42,E2,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P188,trusted_identity_or_maintainer_compromise,trusted_project_or_maintainer_access,hardware_trojan_backdoor_or_logic_bomb,stage_3_post_synthesis_verification,integrity,Medium,Medium,Low,observed_in_v1,Medium,E4; E6; E23; E25; E31; E42,E4; E6; E23; E25; E31; E42,E2,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P189,trusted_identity_or_maintainer_compromise,trusted_project_or_maintainer_access,hardware_trojan_backdoor_or_logic_bomb,stage_3_post_synthesis_verification,availability,Medium,Medium,Low,observed_in_v1,Medium,E4; E6; E23; E25; E31; E42,E4; E6; E23; E25; E31; E42,E2,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P190,trusted_identity_or_maintainer_compromise,trusted_project_or_maintainer_access,hardware_trojan_backdoor_or_logic_bomb,stage_4_design_for_testability,confidentiality,Medium,Medium,Low,observed_in_v1,Medium,E4; E6; E23; E25; E31; E42,E4; E6; E23; E25; E31; E42,E2,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P191,trusted_identity_or_maintainer_compromise,trusted_project_or_maintainer_access,hardware_trojan_backdoor_or_logic_bomb,stage_4_design_for_testability,integrity,Medium,Medium,Low,observed_in_v1,Medium,E4; E6; E23; E25; E31; E42,E4; E6; E23; E25; E31; E42,E2,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P192,trusted_identity_or_maintainer_compromise,trusted_project_or_maintainer_access,hardware_trojan_backdoor_or_logic_bomb,stage_4_design_for_testability,availability,Medium,Medium,Low,observed_in_v1,Medium,E4; E6; E23; E25; E31; E42,E4; E6; E23; E25; E31; E42,E2,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P193,trusted_identity_or_maintainer_compromise,trusted_project_or_maintainer_access,hardware_trojan_backdoor_or_logic_bomb,stage_5_placement_and_routing,confidentiality,Medium,Medium,Low,observed_in_v1,Medium,E4; E6; E23; E25; E31; E42,E4; E6; E23; E25; E31; E42,E2,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P194,trusted_identity_or_maintainer_compromise,trusted_project_or_maintainer_access,hardware_trojan_backdoor_or_logic_bomb,stage_5_placement_and_routing,integrity,Medium,Medium,Low,observed_in_v1,Medium,E4; E6; E23; E25; E31; E42,E4; E6; E23; E25; E31; E42,E2,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P195,trusted_identity_or_maintainer_compromise,trusted_project_or_maintainer_access,hardware_trojan_backdoor_or_logic_bomb,stage_5_placement_and_routing,availability,Medium,Medium,Low,observed_in_v1,Medium,E4; E6; E23; E25; E31; E42,E4; E6; E23; E25; E31; E42,E2,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P196,trusted_identity_or_maintainer_compromise,trusted_project_or_maintainer_access,hardware_trojan_backdoor_or_logic_bomb,stage_6_static_timing_analysis,confidentiality,Medium,Medium,Low,observed_in_v1,Medium,E4; E6; E23; E25; E31; E42,E4; E6; E23; E25; E31; E42,E2,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P197,trusted_identity_or_maintainer_compromise,trusted_project_or_maintainer_access,hardware_trojan_backdoor_or_logic_bomb,stage_6_static_timing_analysis,integrity,Medium,Medium,Low,observed_in_v1,Medium,E4; E6; E23; E25; E31; E42,E4; E6; E23; E25; E31; E42,E2,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P198,trusted_identity_or_maintainer_compromise,trusted_project_or_maintainer_access,hardware_trojan_backdoor_or_logic_bomb,stage_6_static_timing_analysis,availability,Medium,Medium,Low,observed_in_v1,Medium,E4; E6; E23; E25; E31; E42,E4; E6; E23; E25; E31; E42,E2,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P199,trusted_identity_or_maintainer_compromise,trusted_project_or_maintainer_access,hardware_trojan_backdoor_or_logic_bomb,stage_7_physical_verification_and_signoff,confidentiality,Medium,Medium,Low,observed_in_v1,Medium,E4; E6; E23; E25; E31; E42,E4; E6; E23; E25; E31; E42,E2,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P200,trusted_identity_or_maintainer_compromise,trusted_project_or_maintainer_access,hardware_trojan_backdoor_or_logic_bomb,stage_7_physical_verification_and_signoff,integrity,Medium,Medium,Low,observed_in_v1,Medium,E4; E6; E23; E25; E31; E42,E4; E6; E23; E25; E31; E42,E2,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P201,trusted_identity_or_maintainer_compromise,trusted_project_or_maintainer_access,hardware_trojan_backdoor_or_logic_bomb,stage_7_physical_verification_and_signoff,availability,Medium,Medium,Low,observed_in_v1,Medium,E4; E6; E23; E25; E31; E42,E4; E6; E23; E25; E31; E42,E2,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P202,trusted_identity_or_maintainer_compromise,trusted_project_or_maintainer_access,hardware_trojan_backdoor_or_logic_bomb,stage_8_post_silicon_validation,confidentiality,Medium,Medium,Low,not_observed_in_v1,Medium,E4; E6; E23; E25; E31; E42,E4; E6; E23; E25; E31; E42,E2,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P203,trusted_identity_or_maintainer_compromise,trusted_project_or_maintainer_access,hardware_trojan_backdoor_or_logic_bomb,stage_8_post_silicon_validation,integrity,Medium,Medium,Low,not_observed_in_v1,Medium,E4; E6; E23; E25; E31; E42,E4; E6; E23; E25; E31; E42,E2,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P204,trusted_identity_or_maintainer_compromise,trusted_project_or_maintainer_access,hardware_trojan_backdoor_or_logic_bomb,stage_8_post_silicon_validation,availability,Medium,Medium,Low,not_observed_in_v1,Medium,E4; E6; E23; E25; E31; E42,E4; E6; E23; E25; E31; E42,E2,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P205,trusted_identity_or_maintainer_compromise,trusted_project_or_maintainer_access,hardware_trojan_backdoor_or_logic_bomb,stage_9_manufacturing_testing,confidentiality,Medium,Medium,Low,observed_in_v1,Medium,E4; E6; E23; E25; E31; E42,E4; E6; E23; E25; E31; E42,E2,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P206,trusted_identity_or_maintainer_compromise,trusted_project_or_maintainer_access,hardware_trojan_backdoor_or_logic_bomb,stage_9_manufacturing_testing,integrity,Medium,Medium,Low,observed_in_v1,Medium,E4; E6; E23; E25; E31; E42,E4; E6; E23; E25; E31; E42,E2,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P207,trusted_identity_or_maintainer_compromise,trusted_project_or_maintainer_access,hardware_trojan_backdoor_or_logic_bomb,stage_9_manufacturing_testing,availability,Medium,Medium,Low,observed_in_v1,Medium,E4; E6; E23; E25; E31; E42,E4; E6; E23; E25; E31; E42,E2,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P208,trusted_identity_or_maintainer_compromise,trusted_project_or_maintainer_access,information_leakage_or_asset_exposure,stage_0_design_specification,confidentiality,Medium,Medium,Low,not_observed_in_v1,Medium,E4; E6; E23; E25; E31; E42,E4; E6; E23; E25; E31; E42,none_in_v1,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P209,trusted_identity_or_maintainer_compromise,trusted_project_or_maintainer_access,information_leakage_or_asset_exposure,stage_1_high_level_synthesis,confidentiality,Medium,Medium,Low,observed_in_v1,Medium,E4; E6; E23; E25; E31; E42,E4; E6; E23; E25; E31; E42,none_in_v1,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P210,trusted_identity_or_maintainer_compromise,trusted_project_or_maintainer_access,information_leakage_or_asset_exposure,stage_2_logic_synthesis,confidentiality,Medium,Medium,Low,observed_in_v1,Medium,E4; E6; E23; E25; E31; E42,E4; E6; E23; E25; E31; E42,none_in_v1,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P211,trusted_identity_or_maintainer_compromise,trusted_project_or_maintainer_access,information_leakage_or_asset_exposure,stage_3_post_synthesis_verification,confidentiality,Medium,Medium,Low,observed_in_v1,Medium,E4; E6; E23; E25; E31; E42,E4; E6; E23; E25; E31; E42,none_in_v1,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P212,trusted_identity_or_maintainer_compromise,trusted_project_or_maintainer_access,information_leakage_or_asset_exposure,stage_4_design_for_testability,confidentiality,Medium,Medium,Low,observed_in_v1,Medium,E4; E6; E23; E25; E31; E42,E4; E6; E23; E25; E31; E42,none_in_v1,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P213,trusted_identity_or_maintainer_compromise,trusted_project_or_maintainer_access,information_leakage_or_asset_exposure,stage_5_placement_and_routing,confidentiality,Medium,Medium,Low,observed_in_v1,Medium,E4; E6; E23; E25; E31; E42,E4; E6; E23; E25; E31; E42,none_in_v1,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P214,trusted_identity_or_maintainer_compromise,trusted_project_or_maintainer_access,information_leakage_or_asset_exposure,stage_6_static_timing_analysis,confidentiality,Medium,Medium,Low,observed_in_v1,Medium,E4; E6; E23; E25; E31; E42,E4; E6; E23; E25; E31; E42,none_in_v1,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P215,trusted_identity_or_maintainer_compromise,trusted_project_or_maintainer_access,information_leakage_or_asset_exposure,stage_7_physical_verification_and_signoff,confidentiality,Medium,Medium,Low,observed_in_v1,Medium,E4; E6; E23; E25; E31; E42,E4; E6; E23; E25; E31; E42,none_in_v1,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P216,trusted_identity_or_maintainer_compromise,trusted_project_or_maintainer_access,information_leakage_or_asset_exposure,stage_8_post_silicon_validation,confidentiality,Medium,Medium,Low,not_observed_in_v1,Medium,E4; E6; E23; E25; E31; E42,E4; E6; E23; E25; E31; E42,none_in_v1,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P217,trusted_identity_or_maintainer_compromise,trusted_project_or_maintainer_access,information_leakage_or_asset_exposure,stage_9_manufacturing_testing,confidentiality,Medium,Medium,Low,observed_in_v1,Medium,E4; E6; E23; E25; E31; E42,E4; E6; E23; E25; E31; E42,none_in_v1,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P218,trusted_identity_or_maintainer_compromise,trusted_project_or_maintainer_access,access_abuse_or_system_disruption,stage_0_design_specification,integrity,Medium,Medium,Medium,not_observed_in_v1,Medium,E4; E6; E23; E25; E31; E42,E4; E6; E23; E25; E31; E42,E10; E49; E50,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P219,trusted_identity_or_maintainer_compromise,trusted_project_or_maintainer_access,access_abuse_or_system_disruption,stage_0_design_specification,availability,Medium,Medium,Medium,not_observed_in_v1,Medium,E4; E6; E23; E25; E31; E42,E4; E6; E23; E25; E31; E42,E10; E49; E50,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P220,trusted_identity_or_maintainer_compromise,trusted_project_or_maintainer_access,access_abuse_or_system_disruption,stage_1_high_level_synthesis,integrity,Medium,Medium,Medium,observed_in_v1,Medium,E4; E6; E23; E25; E31; E42,E4; E6; E23; E25; E31; E42,E10; E49; E50,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P221,trusted_identity_or_maintainer_compromise,trusted_project_or_maintainer_access,access_abuse_or_system_disruption,stage_1_high_level_synthesis,availability,Medium,Medium,Medium,observed_in_v1,Medium,E4; E6; E23; E25; E31; E42,E4; E6; E23; E25; E31; E42,E10; E49; E50,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P222,trusted_identity_or_maintainer_compromise,trusted_project_or_maintainer_access,access_abuse_or_system_disruption,stage_2_logic_synthesis,integrity,Medium,Medium,Medium,observed_in_v1,Medium,E4; E6; E23; E25; E31; E42,E4; E6; E23; E25; E31; E42,E10; E49; E50,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P223,trusted_identity_or_maintainer_compromise,trusted_project_or_maintainer_access,access_abuse_or_system_disruption,stage_2_logic_synthesis,availability,Medium,Medium,Medium,observed_in_v1,Medium,E4; E6; E23; E25; E31; E42,E4; E6; E23; E25; E31; E42,E10; E49; E50,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P224,trusted_identity_or_maintainer_compromise,trusted_project_or_maintainer_access,access_abuse_or_system_disruption,stage_3_post_synthesis_verification,integrity,Medium,Medium,Medium,observed_in_v1,Medium,E4; E6; E23; E25; E31; E42,E4; E6; E23; E25; E31; E42,E10; E49; E50,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P225,trusted_identity_or_maintainer_compromise,trusted_project_or_maintainer_access,access_abuse_or_system_disruption,stage_3_post_synthesis_verification,availability,Medium,Medium,Medium,observed_in_v1,Medium,E4; E6; E23; E25; E31; E42,E4; E6; E23; E25; E31; E42,E10; E49; E50,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P226,trusted_identity_or_maintainer_compromise,trusted_project_or_maintainer_access,access_abuse_or_system_disruption,stage_4_design_for_testability,integrity,Medium,Medium,Medium,observed_in_v1,Medium,E4; E6; E23; E25; E31; E42,E4; E6; E23; E25; E31; E42,E10; E49; E50,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P227,trusted_identity_or_maintainer_compromise,trusted_project_or_maintainer_access,access_abuse_or_system_disruption,stage_4_design_for_testability,availability,Medium,Medium,Medium,observed_in_v1,Medium,E4; E6; E23; E25; E31; E42,E4; E6; E23; E25; E31; E42,E10; E49; E50,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P228,trusted_identity_or_maintainer_compromise,trusted_project_or_maintainer_access,access_abuse_or_system_disruption,stage_5_placement_and_routing,integrity,Medium,Medium,Medium,observed_in_v1,Medium,E4; E6; E23; E25; E31; E42,E4; E6; E23; E25; E31; E42,E10; E49; E50,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P229,trusted_identity_or_maintainer_compromise,trusted_project_or_maintainer_access,access_abuse_or_system_disruption,stage_5_placement_and_routing,availability,Medium,Medium,Medium,observed_in_v1,Medium,E4; E6; E23; E25; E31; E42,E4; E6; E23; E25; E31; E42,E10; E49; E50,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P230,trusted_identity_or_maintainer_compromise,trusted_project_or_maintainer_access,access_abuse_or_system_disruption,stage_6_static_timing_analysis,integrity,Medium,Medium,Medium,observed_in_v1,Medium,E4; E6; E23; E25; E31; E42,E4; E6; E23; E25; E31; E42,E10; E49; E50,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P231,trusted_identity_or_maintainer_compromise,trusted_project_or_maintainer_access,access_abuse_or_system_disruption,stage_6_static_timing_analysis,availability,Medium,Medium,Medium,observed_in_v1,Medium,E4; E6; E23; E25; E31; E42,E4; E6; E23; E25; E31; E42,E10; E49; E50,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P232,trusted_identity_or_maintainer_compromise,trusted_project_or_maintainer_access,access_abuse_or_system_disruption,stage_7_physical_verification_and_signoff,integrity,Medium,Medium,Medium,observed_in_v1,Medium,E4; E6; E23; E25; E31; E42,E4; E6; E23; E25; E31; E42,E10; E49; E50,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P233,trusted_identity_or_maintainer_compromise,trusted_project_or_maintainer_access,access_abuse_or_system_disruption,stage_7_physical_verification_and_signoff,availability,Medium,Medium,Medium,observed_in_v1,Medium,E4; E6; E23; E25; E31; E42,E4; E6; E23; E25; E31; E42,E10; E49; E50,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P234,trusted_identity_or_maintainer_compromise,trusted_project_or_maintainer_access,access_abuse_or_system_disruption,stage_8_post_silicon_validation,integrity,Medium,Medium,Medium,not_observed_in_v1,Medium,E4; E6; E23; E25; E31; E42,E4; E6; E23; E25; E31; E42,E10; E49; E50,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P235,trusted_identity_or_maintainer_compromise,trusted_project_or_maintainer_access,access_abuse_or_system_disruption,stage_8_post_silicon_validation,availability,Medium,Medium,Medium,not_observed_in_v1,Medium,E4; E6; E23; E25; E31; E42,E4; E6; E23; E25; E31; E42,E10; E49; E50,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P236,trusted_identity_or_maintainer_compromise,trusted_project_or_maintainer_access,access_abuse_or_system_disruption,stage_9_manufacturing_testing,integrity,Medium,Medium,Medium,observed_in_v1,Medium,E4; E6; E23; E25; E31; E42,E4; E6; E23; E25; E31; E42,E10; E49; E50,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P237,trusted_identity_or_maintainer_compromise,trusted_project_or_maintainer_access,access_abuse_or_system_disruption,stage_9_manufacturing_testing,availability,Medium,Medium,Medium,observed_in_v1,Medium,E4; E6; E23; E25; E31; E42,E4; E6; E23; E25; E31; E42,E10; E49; E50,"Medium because the path has partial or indirect evidence support, but it does not satisfy all High criteria."
P238,trusted_identity_or_maintainer_compromise,developer_or_maintainer_environment_control,ip_theft_misuse_or_counterfeiting,stage_0_design_specification,confidentiality,Medium,Low,Low,not_observed_in_v1,Low,E4; E6; E23; E25; E31; E42,none_in_v1,none_in_v1,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P239,trusted_identity_or_maintainer_compromise,developer_or_maintainer_environment_control,ip_theft_misuse_or_counterfeiting,stage_0_design_specification,integrity,Medium,Low,Low,not_observed_in_v1,Low,E4; E6; E23; E25; E31; E42,none_in_v1,none_in_v1,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P240,trusted_identity_or_maintainer_compromise,developer_or_maintainer_environment_control,ip_theft_misuse_or_counterfeiting,stage_1_high_level_synthesis,confidentiality,Medium,Low,Low,observed_in_v1,Low,E4; E6; E23; E25; E31; E42,none_in_v1,none_in_v1,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P241,trusted_identity_or_maintainer_compromise,developer_or_maintainer_environment_control,ip_theft_misuse_or_counterfeiting,stage_1_high_level_synthesis,integrity,Medium,Low,Low,observed_in_v1,Low,E4; E6; E23; E25; E31; E42,none_in_v1,none_in_v1,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P242,trusted_identity_or_maintainer_compromise,developer_or_maintainer_environment_control,ip_theft_misuse_or_counterfeiting,stage_2_logic_synthesis,confidentiality,Medium,Low,Low,observed_in_v1,Low,E4; E6; E23; E25; E31; E42,none_in_v1,none_in_v1,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P243,trusted_identity_or_maintainer_compromise,developer_or_maintainer_environment_control,ip_theft_misuse_or_counterfeiting,stage_2_logic_synthesis,integrity,Medium,Low,Low,observed_in_v1,Low,E4; E6; E23; E25; E31; E42,none_in_v1,none_in_v1,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P244,trusted_identity_or_maintainer_compromise,developer_or_maintainer_environment_control,ip_theft_misuse_or_counterfeiting,stage_3_post_synthesis_verification,confidentiality,Medium,Low,Low,observed_in_v1,Low,E4; E6; E23; E25; E31; E42,none_in_v1,none_in_v1,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P245,trusted_identity_or_maintainer_compromise,developer_or_maintainer_environment_control,ip_theft_misuse_or_counterfeiting,stage_3_post_synthesis_verification,integrity,Medium,Low,Low,observed_in_v1,Low,E4; E6; E23; E25; E31; E42,none_in_v1,none_in_v1,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P246,trusted_identity_or_maintainer_compromise,developer_or_maintainer_environment_control,ip_theft_misuse_or_counterfeiting,stage_4_design_for_testability,confidentiality,Medium,Low,Low,observed_in_v1,Low,E4; E6; E23; E25; E31; E42,none_in_v1,none_in_v1,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P247,trusted_identity_or_maintainer_compromise,developer_or_maintainer_environment_control,ip_theft_misuse_or_counterfeiting,stage_4_design_for_testability,integrity,Medium,Low,Low,observed_in_v1,Low,E4; E6; E23; E25; E31; E42,none_in_v1,none_in_v1,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P248,trusted_identity_or_maintainer_compromise,developer_or_maintainer_environment_control,ip_theft_misuse_or_counterfeiting,stage_5_placement_and_routing,confidentiality,Medium,Low,Low,observed_in_v1,Low,E4; E6; E23; E25; E31; E42,none_in_v1,none_in_v1,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P249,trusted_identity_or_maintainer_compromise,developer_or_maintainer_environment_control,ip_theft_misuse_or_counterfeiting,stage_5_placement_and_routing,integrity,Medium,Low,Low,observed_in_v1,Low,E4; E6; E23; E25; E31; E42,none_in_v1,none_in_v1,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P250,trusted_identity_or_maintainer_compromise,developer_or_maintainer_environment_control,ip_theft_misuse_or_counterfeiting,stage_6_static_timing_analysis,confidentiality,Medium,Low,Low,observed_in_v1,Low,E4; E6; E23; E25; E31; E42,none_in_v1,none_in_v1,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P251,trusted_identity_or_maintainer_compromise,developer_or_maintainer_environment_control,ip_theft_misuse_or_counterfeiting,stage_6_static_timing_analysis,integrity,Medium,Low,Low,observed_in_v1,Low,E4; E6; E23; E25; E31; E42,none_in_v1,none_in_v1,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P252,trusted_identity_or_maintainer_compromise,developer_or_maintainer_environment_control,ip_theft_misuse_or_counterfeiting,stage_7_physical_verification_and_signoff,confidentiality,Medium,Low,Low,observed_in_v1,Low,E4; E6; E23; E25; E31; E42,none_in_v1,none_in_v1,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
P253,trusted_identity_or_maintainer_compromise,developer_or_maintainer_environment_control,ip_theft_misuse_or_counterfeiting,stage_7_physical_verification_and_signoff,integrity,Medium,Low,Low,observed_in_v1,Low,E4; E6; E23; E25; E31; E42,none_in_v1,none_in_v1,Low because the path is model-possible but weakly supported by the current v1 feasibility evidence.
