M_sw,M_vlsi,bridge_reason,decision
attacker_controlled_build_execution,design_ip_extraction,Attacker-controlled build execution can read or extract design IP during the build flow,keep
attacker_controlled_build_execution,unauthorized_design_copying,Attacker-controlled build execution can copy design artifacts available during the build,keep
attacker_controlled_build_execution,ic_functionality_or_feature_modification,Attacker-controlled build execution can modify generated design functionality or features,keep
attacker_controlled_build_execution,malicious_hardware_component_insertion,Attacker-controlled build execution can insert malicious hardware logic into generated artifacts,keep
attacker_controlled_build_execution,additional_functionality_in_implementation,Attacker-controlled build execution can add unintended functionality during design transformation,keep
attacker_controlled_build_execution,extra_behavior_beyond_specification,Attacker-controlled build execution can generate behavior beyond the intended specification,keep
attacker_controlled_build_execution,unprotected_confidential_data_path,Attacker-controlled build execution can weaken protection around confidential data paths,keep
attacker_controlled_build_execution,redundant_logic_payload,Attacker-controlled build execution can insert redundant or hidden payload logic,keep
attacker_controlled_build_execution,hard_to_excite_trigger_signal,Attacker-controlled build execution can introduce hard-to-excite trigger signals through generated logic,review
attacker_controlled_build_execution,untestable_or_suspicious_logic,Attacker-controlled build execution can introduce suspicious or difficult-to-test logic,keep
attacker_controlled_build_execution,malicious_design_alteration_before_fabrication,Attacker-controlled build execution can alter generated design artifacts before fabrication,keep
attacker_controlled_build_execution,original_circuitry_modification,Attacker-controlled build execution can modify the generated circuit representation,keep
attacker_controlled_build_execution,add_remove_or_bypass_logic,Attacker-controlled build execution can add remove or bypass logic during transformation,keep
attacker_controlled_build_execution,presynthesis_structural_manipulation,Attacker-controlled build execution can manipulate design structure before synthesis,keep
attacker_controlled_build_execution,rtl_design_attack,Attacker-controlled build execution can modify generated RTL or design logic,keep
attacker_controlled_build_execution,functional_test_evasion,Attacker-controlled build execution can alter generated artifacts or tests so malicious behavior passes functional tests,review
attacker_controlled_build_execution,security_asset_leakage_to_observable_points,Attacker-controlled build execution can transform security assets so they become observable,keep
attacker_controlled_build_execution,break_intended_execution_flow,Attacker-controlled build execution can alter generated control or execution behavior,keep
attacker_controlled_build_execution,fault_or_glitch_attack_enablement,Attacker-controlled build execution can generate hardware more susceptible to fault or glitch attacks,review
attacker_controlled_build_execution,power_or_time_side_channel_exposure,Attacker-controlled build execution can generate structures that expose power or timing side channels,review
attacker_controlled_build_execution,critical_function_inlining_expands_sensitive_registers,Attacker-controlled build execution can use HLS/build choices that inline critical functions and expand sensitive registers,review
attacker_controlled_build_execution,secure_and_nonsecure_operations_share_hardware_resources,Attacker-controlled build execution can influence resource sharing between secure and non-secure operations,review
attacker_controlled_build_execution,secure_and_nonsecure_assets_reach_outputs_at_different_depths,Attacker-controlled build execution can influence pipeline depths so secure and non-secure assets reach outputs differently,review
attacker_controlled_build_execution,fault_vulnerable_hls_generated_fsm,Attacker-controlled build execution can produce HLS-generated control logic vulnerable to faults,review
attacker_controlled_build_execution,security_unaware_power_optimization,Attacker-controlled build execution can apply optimization choices that ignore power side-channel security,review
attacker_controlled_build_execution,physical_layout_introduces_security_vulnerability,Attacker-controlled build execution can alter physical-design scripts or constraints so layout introduces security vulnerabilities,review
attacker_controlled_build_execution,layout_parasitic_side_channel_leakage,Attacker-controlled build execution can influence layout/routing choices that create parasitic side-channel leakage,review
attacker_controlled_build_execution,crosstalk_ir_drop_leakage,Attacker-controlled build execution can influence physical-design choices that increase crosstalk or IR-drop leakage,review
attacker_controlled_build_execution,ir_drop_of_critical_instances,Attacker-controlled build execution can influence placement/routing of critical instances affecting IR-drop behavior,review
attacker_controlled_build_execution,unbalanced_share_power_consumption,Attacker-controlled build execution can influence placement/routing so protected shares have unbalanced power behavior,review
attacker_controlled_build_execution,share_coupling_interference,Attacker-controlled build execution can influence placement so protected shares interfere with each other,review
attacker_controlled_build_execution,em_signature_reaches_top_metal,Attacker-controlled build execution can influence routing so secret-related EM signatures reach exposed metal layers,review
maintainer_level_build_job_control,illegal_access_or_use_of_design_ip,Maintainer-level build job control can access design or IP files used during the build flow,keep
maintainer_level_build_job_control,design_ip_extraction,Maintainer-level build job control can read or extract design IP during build execution,keep
maintainer_level_build_job_control,unauthorized_design_copying,Maintainer-level build job control can copy design artifacts available to the build job,keep
maintainer_level_build_job_control,ic_functionality_or_feature_modification,Maintainer-level build job control can modify generated design functionality or features,keep
maintainer_level_build_job_control,malicious_hardware_component_insertion,Maintainer-level build job control can insert malicious hardware logic into generated artifacts,keep
maintainer_level_build_job_control,additional_functionality_in_implementation,Maintainer-level build job control can add unintended functionality during design transformation,keep
maintainer_level_build_job_control,extra_behavior_beyond_specification,Maintainer-level build job control can generate behavior beyond the intended specification,keep
maintainer_level_build_job_control,unprotected_confidential_data_path,Maintainer-level build job control can weaken protection around confidential data paths,keep
maintainer_level_build_job_control,redundant_logic_payload,Maintainer-level build job control can insert redundant or hidden payload logic,keep
maintainer_level_build_job_control,hard_to_excite_trigger_signal,Maintainer-level build job control can introduce hard-to-excite trigger signals through generated logic,review
maintainer_level_build_job_control,untestable_or_suspicious_logic,Maintainer-level build job control can introduce suspicious or difficult-to-test logic,keep
maintainer_level_build_job_control,malicious_design_alteration_before_fabrication,Maintainer-level build job control can alter generated design artifacts before fabrication,keep
maintainer_level_build_job_control,original_circuitry_modification,Maintainer-level build job control can modify the generated circuit representation,keep
maintainer_level_build_job_control,add_remove_or_bypass_logic,Maintainer-level build job control can add remove or bypass logic during transformation,keep
maintainer_level_build_job_control,presynthesis_structural_manipulation,Maintainer-level build job control can manipulate design structure before synthesis,keep
maintainer_level_build_job_control,rtl_design_attack,Maintainer-level build job control can modify generated RTL or design logic,keep
maintainer_level_build_job_control,functional_test_evasion,Maintainer-level build job control can alter generated artifacts or tests so malicious behavior passes functional tests,review
maintainer_level_build_job_control,security_asset_leakage_to_observable_points,Maintainer-level build job control can transform security assets so they become observable,keep
maintainer_level_build_job_control,break_intended_execution_flow,Maintainer-level build job control can alter generated control or execution behavior,keep
maintainer_level_build_job_control,fault_or_glitch_attack_enablement,Maintainer-level build job control can generate hardware more susceptible to fault or glitch attacks,review
maintainer_level_build_job_control,power_or_time_side_channel_exposure,Maintainer-level build job control can generate structures that expose power or timing side channels,review
maintainer_level_build_job_control,critical_function_inlining_expands_sensitive_registers,Maintainer-level build job control can use HLS/build choices that inline critical functions and expand sensitive registers,review
maintainer_level_build_job_control,secure_and_nonsecure_operations_share_hardware_resources,Maintainer-level build job control can influence resource sharing between secure and non-secure operations,review
maintainer_level_build_job_control,secure_and_nonsecure_assets_reach_outputs_at_different_depths,Maintainer-level build job control can influence pipeline depths so secure and non-secure assets reach outputs differently,review
maintainer_level_build_job_control,fault_vulnerable_hls_generated_fsm,Maintainer-level build job control can produce HLS-generated control logic vulnerable to faults,review
maintainer_level_build_job_control,security_unaware_power_optimization,Maintainer-level build job control can apply optimization choices that ignore power side-channel security,review
maintainer_level_build_job_control,physical_layout_introduces_security_vulnerability,Maintainer-level build job control can alter physical-design scripts or constraints so layout introduces security vulnerabilities,review
maintainer_level_build_job_control,layout_parasitic_side_channel_leakage,Maintainer-level build job control can influence layout or routing choices that create parasitic side-channel leakage,review
maintainer_level_build_job_control,crosstalk_ir_drop_leakage,Maintainer-level build job control can influence physical-design choices that increase crosstalk or IR-drop leakage,review
maintainer_level_build_job_control,ir_drop_of_critical_instances,Maintainer-level build job control can influence placement or routing of critical instances affecting IR-drop behavior,review
maintainer_level_build_job_control,unbalanced_share_power_consumption,Maintainer-level build job control can influence placement or routing so protected shares have unbalanced power behavior,review
maintainer_level_build_job_control,share_coupling_interference,Maintainer-level build job control can influence placement so protected shares interfere with each other,review
maintainer_level_build_job_control,em_signature_reaches_top_metal,Maintainer-level build job control can influence routing so secret-related EM signatures reach exposed metal layers,review
attacker_controlled_build_system,illegal_access_or_use_of_design_ip,Attacker-controlled build system can access design or IP files used during the VLSI build flow,keep
attacker_controlled_build_system,design_ip_extraction,Attacker-controlled build system can read or extract design IP during build or tool execution,keep
attacker_controlled_build_system,unauthorized_design_copying,Attacker-controlled build system can copy design artifacts available during the build flow,keep
attacker_controlled_build_system,ic_functionality_or_feature_modification,Attacker-controlled build system can modify generated design functionality or features,keep
attacker_controlled_build_system,malicious_hardware_component_insertion,Attacker-controlled build system can insert malicious hardware logic into generated artifacts,keep
attacker_controlled_build_system,additional_functionality_in_implementation,Attacker-controlled build system can add unintended functionality during design transformation,keep
attacker_controlled_build_system,extra_behavior_beyond_specification,Attacker-controlled build system can generate behavior beyond the intended specification,keep
attacker_controlled_build_system,unprotected_confidential_data_path,Attacker-controlled build system can weaken protection around confidential data paths,keep
attacker_controlled_build_system,redundant_logic_payload,Attacker-controlled build system can insert redundant or hidden payload logic,keep
attacker_controlled_build_system,hard_to_excite_trigger_signal,Attacker-controlled build system can introduce hard-to-excite trigger signals through generated logic,review
attacker_controlled_build_system,untestable_or_suspicious_logic,Attacker-controlled build system can introduce suspicious or difficult-to-test logic,keep
attacker_controlled_build_system,malicious_design_alteration_before_fabrication,Attacker-controlled build system can alter generated design artifacts before fabrication,keep
attacker_controlled_build_system,original_circuitry_modification,Attacker-controlled build system can modify the generated circuit representation,keep
attacker_controlled_build_system,add_remove_or_bypass_logic,Attacker-controlled build system can add remove or bypass logic during transformation,keep
attacker_controlled_build_system,presynthesis_structural_manipulation,Attacker-controlled build system can manipulate design structure before synthesis,keep
attacker_controlled_build_system,rtl_design_attack,Attacker-controlled build system can modify generated RTL or design logic,keep
attacker_controlled_build_system,functional_test_evasion,Attacker-controlled build system can alter generated artifacts or tests so malicious behavior passes functional tests,review
attacker_controlled_build_system,security_asset_leakage_to_observable_points,Attacker-controlled build system can transform security assets so they become observable,keep
attacker_controlled_build_system,break_intended_execution_flow,Attacker-controlled build system can alter generated control or execution behavior,keep
attacker_controlled_build_system,fault_or_glitch_attack_enablement,Attacker-controlled build system can generate hardware more susceptible to fault or glitch attacks,review
attacker_controlled_build_system,power_or_time_side_channel_exposure,Attacker-controlled build system can generate structures that expose power or timing side channels,review
attacker_controlled_build_system,critical_function_inlining_expands_sensitive_registers,Attacker-controlled build system can apply HLS/build choices that inline critical functions and expand sensitive registers,review
attacker_controlled_build_system,secure_and_nonsecure_operations_share_hardware_resources,Attacker-controlled build system can influence resource sharing between secure and non-secure operations,review
attacker_controlled_build_system,secure_and_nonsecure_assets_reach_outputs_at_different_depths,Attacker-controlled build system can influence pipeline depths so secure and non-secure assets reach outputs differently,review
attacker_controlled_build_system,fault_vulnerable_hls_generated_fsm,Attacker-controlled build system can produce HLS-generated control logic vulnerable to faults,review
attacker_controlled_build_system,security_unaware_power_optimization,Attacker-controlled build system can apply optimization choices that ignore power side-channel security,review
attacker_controlled_build_system,physical_layout_introduces_security_vulnerability,Attacker-controlled build system can alter physical-design scripts or constraints so layout introduces security vulnerabilities,review
attacker_controlled_build_system,layout_parasitic_side_channel_leakage,Attacker-controlled build system can influence layout or routing choices that create parasitic side-channel leakage,review
attacker_controlled_build_system,crosstalk_ir_drop_leakage,Attacker-controlled build system can influence physical-design choices that increase crosstalk or IR-drop leakage,review
attacker_controlled_build_system,ir_drop_of_critical_instances,Attacker-controlled build system can influence placement or routing of critical instances affecting IR-drop behavior,review
attacker_controlled_build_system,unbalanced_share_power_consumption,Attacker-controlled build system can influence placement or routing so protected shares have unbalanced power behavior,review
attacker_controlled_build_system,share_coupling_interference,Attacker-controlled build system can influence placement so protected shares interfere with each other,review
attacker_controlled_build_system,em_signature_reaches_top_metal,Attacker-controlled build system can influence routing so secret-related EM signatures reach exposed metal layers,review
attacker_controlled_distribution_reference,illegal_access_or_use_of_design_ip,Attacker-controlled distribution reference can redirect the flow to an artifact that accesses design or IP files,review
attacker_controlled_distribution_reference,design_ip_extraction,Attacker-controlled distribution reference can redirect to an artifact that reads or extracts design IP,review
attacker_controlled_distribution_reference,unauthorized_design_copying,Attacker-controlled distribution reference can redirect to an artifact that copies design files during execution,review
attacker_controlled_distribution_reference,ic_functionality_or_feature_modification,Attacker-controlled distribution reference can redirect to a modified artifact that changes IC functionality or features,keep
attacker_controlled_distribution_reference,malicious_hardware_component_insertion,Attacker-controlled distribution reference can cause the flow to consume an artifact containing malicious hardware logic,keep
attacker_controlled_distribution_reference,additional_functionality_in_implementation,Attacker-controlled distribution reference can redirect to an artifact that adds unintended functionality,keep
attacker_controlled_distribution_reference,extra_behavior_beyond_specification,Attacker-controlled distribution reference can redirect to an artifact that produces behavior beyond the intended specification,keep
attacker_controlled_distribution_reference,unprotected_confidential_data_path,Attacker-controlled distribution reference can redirect to an artifact that weakens protection around confidential data paths,review
attacker_controlled_distribution_reference,redundant_logic_payload,Attacker-controlled distribution reference can cause the flow to consume an artifact carrying hidden or redundant payload logic,keep
attacker_controlled_distribution_reference,hard_to_excite_trigger_signal,Attacker-controlled distribution reference can redirect to an artifact containing rare or hard-to-excite trigger logic,review
attacker_controlled_distribution_reference,untestable_or_suspicious_logic,Attacker-controlled distribution reference can redirect to an artifact containing suspicious or difficult-to-test logic,keep
attacker_controlled_distribution_reference,malicious_design_alteration_before_fabrication,Attacker-controlled distribution reference can cause a maliciously altered design artifact to enter the flow before fabrication,keep
attacker_controlled_distribution_reference,original_circuitry_modification,Attacker-controlled distribution reference can redirect to an artifact with modified circuit content,keep
attacker_controlled_distribution_reference,add_remove_or_bypass_logic,Attacker-controlled distribution reference can redirect to an artifact that adds removes or bypasses design logic,keep
attacker_controlled_distribution_reference,presynthesis_structural_manipulation,Attacker-controlled distribution reference can redirect to an artifact with manipulated design structure before synthesis,keep
attacker_controlled_distribution_reference,fsm_state_manipulation,Attacker-controlled distribution reference can redirect to an artifact that alters FSM behavior,keep
attacker_controlled_distribution_reference,embedded_trojan_states,Attacker-controlled distribution reference can redirect to an artifact containing hidden Trojan FSM states,keep
attacker_controlled_distribution_reference,hidden_fsm_driver,Attacker-controlled distribution reference can redirect to an artifact with hidden driver behavior inside FSM logic,keep
attacker_controlled_distribution_reference,unremovable_trojan_in_functionality,Attacker-controlled distribution reference can redirect to an artifact where Trojan behavior is merged with intended functionality,keep
attacker_controlled_distribution_reference,rtl_design_attack,Attacker-controlled distribution reference can cause the flow to consume modified RTL or design logic,keep
attacker_controlled_distribution_reference,functional_test_evasion,Attacker-controlled distribution reference can redirect to an artifact designed to pass functional tests while hiding malicious behavior,review
attacker_controlled_distribution_reference,malicious_firmware_modification,Attacker-controlled distribution reference can redirect to modified firmware or bitstream-like content,keep
attacker_controlled_distribution_reference,security_asset_leakage_to_observable_points,Attacker-controlled distribution reference can redirect to an artifact that exposes security assets at observable points,review
attacker_controlled_distribution_reference,break_intended_execution_flow,Attacker-controlled distribution reference can redirect to an artifact that alters intended control or execution behavior,keep
attacker_controlled_distribution_reference,power_or_time_side_channel_exposure,Attacker-controlled distribution reference can redirect to an artifact that introduces power or timing side-channel exposure,review
attacker_controlled_released_artifact,illegal_access_or_use_of_design_ip,Attacker-controlled released artifact can access design or IP files when consumed in the VLSI flow,keep
attacker_controlled_released_artifact,design_ip_extraction,Attacker-controlled released artifact can read or extract design IP during downstream use,keep
attacker_controlled_released_artifact,unauthorized_design_copying,Attacker-controlled released artifact can copy design artifacts available during execution or integration,keep
attacker_controlled_released_artifact,ic_functionality_or_feature_modification,Attacker-controlled released artifact can carry modified IC functionality or design features,keep
attacker_controlled_released_artifact,malicious_hardware_component_insertion,Attacker-controlled released artifact can include malicious hardware logic or components,keep
attacker_controlled_released_artifact,extra_functionality_in_hardware,Attacker-controlled released artifact can introduce extra hardware functionality beyond the intended design,keep
attacker_controlled_released_artifact,additional_functionality_in_implementation,Attacker-controlled released artifact can add unintended functionality to the implementation,keep
attacker_controlled_released_artifact,extra_behavior_beyond_specification,Attacker-controlled released artifact can produce behavior beyond the intended specification,keep
attacker_controlled_released_artifact,unprotected_confidential_data_path,Attacker-controlled released artifact can weaken or alter protection around confidential data paths,keep
attacker_controlled_released_artifact,redundant_logic_payload,Attacker-controlled released artifact can carry redundant or hidden payload logic,keep
attacker_controlled_released_artifact,hard_to_excite_trigger_signal,Attacker-controlled released artifact can include rare or hard-to-excite trigger signals,review
attacker_controlled_released_artifact,untestable_or_suspicious_logic,Attacker-controlled released artifact can include suspicious or difficult-to-test logic,keep
attacker_controlled_released_artifact,malicious_design_alteration_before_fabrication,Attacker-controlled released artifact can carry malicious design alterations before fabrication,keep
attacker_controlled_released_artifact,original_circuitry_modification,Attacker-controlled released artifact can modify the original circuit description or generated circuit,keep
attacker_controlled_released_artifact,add_remove_or_bypass_logic,Attacker-controlled released artifact can add remove or bypass logic in the design,keep
attacker_controlled_released_artifact,presynthesis_structural_manipulation,Attacker-controlled released artifact can carry structural manipulation before synthesis,keep
attacker_controlled_released_artifact,fsm_state_manipulation,Attacker-controlled released artifact can carry altered FSM behavior into the design flow,keep
attacker_controlled_released_artifact,embedded_trojan_states,Attacker-controlled released artifact can include hidden Trojan states in FSM logic,keep
attacker_controlled_released_artifact,hidden_fsm_driver,Attacker-controlled released artifact can include hidden driver behavior inside FSM logic,keep
attacker_controlled_released_artifact,unremovable_trojan_in_functionality,Attacker-controlled released artifact can merge Trojan behavior with intended design functionality,keep
attacker_controlled_released_artifact,rtl_design_attack,Attacker-controlled released artifact can carry modified RTL or design logic,keep
attacker_controlled_released_artifact,functional_test_evasion,Attacker-controlled released artifact can preserve malicious behavior while still passing functional tests,review
attacker_controlled_released_artifact,malicious_firmware_modification,Attacker-controlled released artifact can deliver modified firmware or bitstream-like content,keep
attacker_controlled_released_artifact,trojan_delayed_disable_or_destroy,Attacker-controlled released artifact can carry Trojan behavior that disables or destroys functionality later,review
attacker_controlled_released_artifact,trojan_covert_information_leakage,Attacker-controlled released artifact can carry Trojan behavior that leaks confidential information,keep
attacker_controlled_released_artifact,security_asset_leakage_to_observable_points,Attacker-controlled released artifact can expose security assets at observable points,keep
attacker_controlled_released_artifact,break_intended_execution_flow,Attacker-controlled released artifact can alter generated control or execution behavior,keep
attacker_controlled_released_artifact,power_or_time_side_channel_exposure,Attacker-controlled released artifact can introduce structures that expose power or timing side channels,review
attacker_controlled_distribution_channel,illegal_access_or_use_of_design_ip,Attacker-controlled distribution channel can deliver an artifact that accesses design or IP files during VLSI-flow execution,review
attacker_controlled_distribution_channel,design_ip_extraction,Attacker-controlled distribution channel can deliver an artifact that extracts design IP during downstream use,review
attacker_controlled_distribution_channel,unauthorized_design_copying,Attacker-controlled distribution channel can deliver an artifact that copies design artifacts during execution,review
attacker_controlled_distribution_channel,ic_functionality_or_feature_modification,Attacker-controlled distribution channel can deliver a modified artifact that changes IC functionality or features,keep
attacker_controlled_distribution_channel,malicious_hardware_component_insertion,Attacker-controlled distribution channel can deliver an artifact containing malicious hardware logic or components,keep
attacker_controlled_distribution_channel,extra_functionality_in_hardware,Attacker-controlled distribution channel can deliver an artifact that introduces extra hardware functionality,keep
attacker_controlled_distribution_channel,additional_functionality_in_implementation,Attacker-controlled distribution channel can deliver an artifact that adds unintended functionality to the implementation,keep
attacker_controlled_distribution_channel,extra_behavior_beyond_specification,Attacker-controlled distribution channel can deliver an artifact that creates behavior beyond the intended specification,keep
attacker_controlled_distribution_channel,unprotected_confidential_data_path,Attacker-controlled distribution channel can deliver an artifact that weakens protection around confidential data paths,review
attacker_controlled_distribution_channel,redundant_logic_payload,Attacker-controlled distribution channel can deliver an artifact carrying hidden or redundant payload logic,keep
attacker_controlled_distribution_channel,hard_to_excite_trigger_signal,Attacker-controlled distribution channel can deliver an artifact containing hard-to-excite trigger signals,review
attacker_controlled_distribution_channel,untestable_or_suspicious_logic,Attacker-controlled distribution channel can deliver an artifact containing suspicious or difficult-to-test logic,keep
attacker_controlled_distribution_channel,malicious_design_alteration_before_fabrication,Attacker-controlled distribution channel can deliver a maliciously altered design artifact before fabrication,keep
attacker_controlled_distribution_channel,original_circuitry_modification,Attacker-controlled distribution channel can deliver an artifact with modified circuit content,keep
attacker_controlled_distribution_channel,add_remove_or_bypass_logic,Attacker-controlled distribution channel can deliver an artifact that adds removes or bypasses design logic,keep
attacker_controlled_distribution_channel,presynthesis_structural_manipulation,Attacker-controlled distribution channel can deliver an artifact with manipulated structure before synthesis,keep
attacker_controlled_distribution_channel,fsm_state_manipulation,Attacker-controlled distribution channel can deliver an artifact that alters FSM behavior,keep
attacker_controlled_distribution_channel,embedded_trojan_states,Attacker-controlled distribution channel can deliver an artifact containing hidden Trojan FSM states,keep
attacker_controlled_distribution_channel,hidden_fsm_driver,Attacker-controlled distribution channel can deliver an artifact with hidden driver behavior inside FSM logic,keep
attacker_controlled_distribution_channel,unremovable_trojan_in_functionality,Attacker-controlled distribution channel can deliver an artifact where Trojan behavior is merged with intended functionality,keep
attacker_controlled_distribution_channel,rtl_design_attack,Attacker-controlled distribution channel can deliver modified RTL or design logic,keep
attacker_controlled_distribution_channel,functional_test_evasion,Attacker-controlled distribution channel can deliver an artifact designed to pass functional tests while hiding malicious behavior,review
attacker_controlled_distribution_channel,malicious_firmware_modification,Attacker-controlled distribution channel can deliver modified firmware or bitstream-like content,keep
attacker_controlled_distribution_channel,trojan_covert_information_leakage,Attacker-controlled distribution channel can deliver an artifact carrying Trojan behavior that leaks confidential information,keep
attacker_controlled_distribution_channel,security_asset_leakage_to_observable_points,Attacker-controlled distribution channel can deliver an artifact that exposes security assets at observable points,review
attacker_controlled_distribution_channel,break_intended_execution_flow,Attacker-controlled distribution channel can deliver an artifact that alters intended control or execution behavior,keep
attacker_controlled_distribution_channel,power_or_time_side_channel_exposure,Attacker-controlled distribution channel can deliver an artifact that introduces power or timing side-channel exposure,review
attacker_controlled_dependency_resolution,illegal_access_or_use_of_design_ip,Attacker-controlled dependency resolution can cause the flow to load a dependency that accesses design or IP files,review
attacker_controlled_dependency_resolution,design_ip_extraction,Attacker-controlled dependency resolution can cause the flow to load a dependency that extracts design IP,review
attacker_controlled_dependency_resolution,unauthorized_design_copying,Attacker-controlled dependency resolution can cause the flow to load a dependency that copies design artifacts,review
attacker_controlled_dependency_resolution,ic_functionality_or_feature_modification,Attacker-controlled dependency resolution can cause the flow to consume a dependency that modifies IC functionality or features,keep
attacker_controlled_dependency_resolution,malicious_hardware_component_insertion,Attacker-controlled dependency resolution can introduce a dependency that inserts malicious hardware logic into generated artifacts,keep
attacker_controlled_dependency_resolution,additional_functionality_in_implementation,Attacker-controlled dependency resolution can introduce a dependency that adds unintended functionality during implementation,keep
attacker_controlled_dependency_resolution,extra_behavior_beyond_specification,Attacker-controlled dependency resolution can introduce a dependency that produces behavior beyond the intended specification,keep
attacker_controlled_dependency_resolution,unprotected_confidential_data_path,Attacker-controlled dependency resolution can introduce a dependency that weakens protection around confidential data paths,review
attacker_controlled_dependency_resolution,redundant_logic_payload,Attacker-controlled dependency resolution can introduce a dependency that adds hidden or redundant payload logic,keep
attacker_controlled_dependency_resolution,hard_to_excite_trigger_signal,Attacker-controlled dependency resolution can introduce a dependency that creates hard-to-excite trigger signals,review
attacker_controlled_dependency_resolution,untestable_or_suspicious_logic,Attacker-controlled dependency resolution can introduce a dependency that creates suspicious or difficult-to-test logic,keep
attacker_controlled_dependency_resolution,malicious_design_alteration_before_fabrication,Attacker-controlled dependency resolution can cause a malicious dependency to alter design artifacts before fabrication,keep
attacker_controlled_dependency_resolution,original_circuitry_modification,Attacker-controlled dependency resolution can introduce a dependency that modifies the circuit representation,keep
attacker_controlled_dependency_resolution,add_remove_or_bypass_logic,Attacker-controlled dependency resolution can introduce a dependency that adds removes or bypasses design logic,keep
attacker_controlled_dependency_resolution,presynthesis_structural_manipulation,Attacker-controlled dependency resolution can introduce a dependency that manipulates design structure before synthesis,keep
attacker_controlled_dependency_resolution,fsm_state_manipulation,Attacker-controlled dependency resolution can introduce a dependency that alters FSM behavior,keep
attacker_controlled_dependency_resolution,embedded_trojan_states,Attacker-controlled dependency resolution can introduce a dependency that embeds Trojan states into FSM logic,keep
attacker_controlled_dependency_resolution,hidden_fsm_driver,Attacker-controlled dependency resolution can introduce a dependency that hides driver behavior inside FSM logic,keep
attacker_controlled_dependency_resolution,unremovable_trojan_in_functionality,Attacker-controlled dependency resolution can introduce a dependency that merges Trojan behavior with intended functionality,keep
attacker_controlled_dependency_resolution,rtl_design_attack,Attacker-controlled dependency resolution can cause the flow to consume a dependency that modifies RTL or design logic,keep
attacker_controlled_dependency_resolution,functional_test_evasion,Attacker-controlled dependency resolution can introduce a dependency that helps malicious behavior pass functional tests,review
attacker_controlled_dependency_resolution,security_asset_leakage_to_observable_points,Attacker-controlled dependency resolution can introduce a dependency that exposes security assets at observable points,review
attacker_controlled_dependency_resolution,break_intended_execution_flow,Attacker-controlled dependency resolution can introduce a dependency that alters intended control or execution behavior,keep
attacker_controlled_dependency_resolution,fault_or_glitch_attack_enablement,Attacker-controlled dependency resolution can introduce a dependency that generates hardware more susceptible to fault or glitch attacks,review
attacker_controlled_dependency_resolution,power_or_time_side_channel_exposure,Attacker-controlled dependency resolution can introduce a dependency that creates power or timing side-channel exposure,review
attacker_controlled_dependency_resolution,security_unaware_power_optimization,Attacker-controlled dependency resolution can introduce a dependency that applies optimization choices without side-channel security awareness,review
attacker_controlled_dependency_resolution,malicious_firmware_modification,Attacker-controlled dependency resolution can resolve to a dependency that modifies firmware or bitstream-like content,review
attacker_controlled_update_path,illegal_access_or_use_of_design_ip,Attacker-controlled update path can deliver an updated artifact that accesses design or IP files during the VLSI flow,review
attacker_controlled_update_path,design_ip_extraction,Attacker-controlled update path can deliver an updated artifact that extracts design IP during downstream use,review
attacker_controlled_update_path,unauthorized_design_copying,Attacker-controlled update path can deliver an updated artifact that copies design artifacts during execution,review
attacker_controlled_update_path,ic_functionality_or_feature_modification,Attacker-controlled update path can deliver a modified artifact that changes IC functionality or features,keep
attacker_controlled_update_path,malicious_hardware_component_insertion,Attacker-controlled update path can deliver an artifact containing malicious hardware logic or components,keep
attacker_controlled_update_path,extra_functionality_in_hardware,Attacker-controlled update path can deliver an artifact that introduces extra hardware functionality,keep
attacker_controlled_update_path,additional_functionality_in_implementation,Attacker-controlled update path can deliver an artifact that adds unintended functionality to the implementation,keep
attacker_controlled_update_path,extra_behavior_beyond_specification,Attacker-controlled update path can deliver an artifact that produces behavior beyond the intended specification,keep
attacker_controlled_update_path,unprotected_confidential_data_path,Attacker-controlled update path can deliver an artifact that weakens protection around confidential data paths,review
attacker_controlled_update_path,redundant_logic_payload,Attacker-controlled update path can deliver an artifact carrying hidden or redundant payload logic,keep
attacker_controlled_update_path,hard_to_excite_trigger_signal,Attacker-controlled update path can deliver an artifact containing hard-to-excite trigger signals,review
attacker_controlled_update_path,untestable_or_suspicious_logic,Attacker-controlled update path can deliver an artifact containing suspicious or difficult-to-test logic,keep
attacker_controlled_update_path,malicious_design_alteration_before_fabrication,Attacker-controlled update path can deliver a maliciously altered design artifact before fabrication,keep
attacker_controlled_update_path,original_circuitry_modification,Attacker-controlled update path can deliver an artifact with modified circuit content,keep
attacker_controlled_update_path,add_remove_or_bypass_logic,Attacker-controlled update path can deliver an artifact that adds removes or bypasses design logic,keep
attacker_controlled_update_path,presynthesis_structural_manipulation,Attacker-controlled update path can deliver an artifact with manipulated design structure before synthesis,keep
attacker_controlled_update_path,fsm_state_manipulation,Attacker-controlled update path can deliver an artifact that alters FSM behavior,keep
attacker_controlled_update_path,embedded_trojan_states,Attacker-controlled update path can deliver an artifact containing hidden Trojan FSM states,keep
attacker_controlled_update_path,hidden_fsm_driver,Attacker-controlled update path can deliver an artifact with hidden driver behavior inside FSM logic,keep
attacker_controlled_update_path,unremovable_trojan_in_functionality,Attacker-controlled update path can deliver an artifact where Trojan behavior is merged with intended functionality,keep
attacker_controlled_update_path,rtl_design_attack,Attacker-controlled update path can deliver modified RTL or design logic,keep
attacker_controlled_update_path,functional_test_evasion,Attacker-controlled update path can deliver an artifact designed to pass functional tests while hiding malicious behavior,review
